step,autopilot_on,pilot_pitch_cmd,pilot_roll_cmd,virus_pitch_cmd,virus_roll_cmd,wind_speed_mph,wind_bearing_deg,head_wind_component_mph,right_wind_component_mph,final_pitch_cmd,final_roll_cmd
35,False,0.9923290845877418,2.8316537396934978,-14.919469418088669,14.841272607816913,5.776240510823692,197.17033710139071,2.456697425083217,-5.227771245996734,0.9923290845877418,2.8316537396934978
36,False,0.5923290845877418,2.431653739693498,-14.919502107140158,14.840895550291634,5.796240510823692,197.47033710139067,2.4926370455851674,-5.232892567050286,0.5923290845877418,2.431653739693498
37,False,0.19232908458774178,2.031653739693498,-14.919534584854532,14.840510035001614,5.816240510823691,197.77033710139062,2.5286974119942927,-5.2377803579684405,0.19232908458774178,2.031653739693498
38,False,-0.20767091541225824,1.631653739693498,-14.919566565597169,14.840117055525601,5.836240510823691,198.07033710139058,2.5648770615140903,-5.242433495953804,-0.20767091541225824,1.631653739693498
39,False,-0.6076709154122583,1.2316537396934981,-14.91959776897083,14.83971762572002,5.856240510823691,198.37033710139053,2.6011745229070504,-5.246850867138478,-0.6076709154122583,1.2316537396934981
40,False,-0.7082178129072663,0.8316537396934981,-14.919627919734365,14.839312779861048,5.87624051082369,198.6703371013905,2.6375883165481326,-5.251031366641628,-0.7082178129072663,0.8316537396934981
41,False,-0.7082178129072663,0.4316537396934981,-14.919656955932288,14.838903572875195,5.89624051082369,198.97033710139044,2.6741169544786123,-5.254973898626751,-0.7082178129072663,0.4316537396934981
42,False,-0.7082178129072663,0.03165373969349805,-14.91968488651771,14.838491080529721,5.916240510823689,199.2703371013904,2.7107589404602983,-5.258677376358613,-0.7082178129072663,0.03165373969349805
43,False,-0.7082178129072663,-0.36834626030650197,-14.919711720164685,14.838076399685317,5.936240510823689,199.57033710139035,2.747512770030122,-5.262140722259876,-0.7082178129072663,-0.36834626030650197
44,False,-0.7082178129072663,-0.768346260306502,-14.919737465276656,14.837660648587617,5.956240510823688,199.8703371013903,2.78437693055508,-5.265362867967402,-0.7082178129072663,-0.768346260306502
45,False,-0.7082178129072663,-1.168346260306502,-14.919762129993677,14.837244967164478,5.976240510823688,200.17033710139026,2.8213499012875562,-5.268342754388222,-0.7082178129072663,-1.168346260306502
46,False,-0.7082178129072663,-1.5683462603065021,-14.919785722200468,14.836830517378651,5.996240510823688,200.47033710139021,2.8584301534209944,-5.271079331755191,-0.7082178129072663,-1.5683462603065021
47,False,-0.7082178129072663,-1.968346260306502,-14.919808249532847,14.836418483580497,6.016240510823687,200.77033710139017,2.8956161501459365,-5.273571559682307,-0.7082178129072663,-1.968346260306502
48,False,-0.7082178129072663,-2.368346260306502,-14.919829719385115,14.836010072896654,6.036240510823687,201.07033710139012,2.932906346706417,-5.275818407219701,-0.7082178129072663,-2.368346260306502
49,False,-0.7082178129072663,-2.768346260306502,-14.919850138914653,14.835606515631518,6.056240510823686,201.37033710139008,2.970299190456714,-5.277818852908286,-0.7082178129072663,-2.768346260306502
50,False,-0.30821781290726624,-2.368346260306502,-14.91986951505084,14.835209065681061,6.076240510823686,201.67033710139003,3.0077931209184565,-5.279571884834081,-0.30821781290726624,-2.368346260306502
51,False,0.09178218709273378,-1.968346260306502,-14.919888131134517,14.834816650488502,6.0962405108236855,201.97033710139,3.0453865698380778,-5.281076500682194,0.09178218709273378,-1.968346260306502
52,False,0.4917821870927338,-1.5683462603065021,-14.919906265786617,14.83442817227869,6.116240510823685,202.27033710138994,3.08307796124463,-5.282331707790455,0.4917821870927338,-1.5683462603065021
53,False,0.8917821870927338,-1.1683462603065022,-14.91992419302105,14.834042509214006,6.136240510823685,202.5703371013899,3.120865711507935,-5.283336523202718,0.8917821870927338,-1.1683462603065022
54,False,1.2917821870927337,-0.7683462603065022,-14.919942182290143,14.833658516750916,6.156240510823684,202.87033710138985,3.158748229397089,-5.284089973721815,1.2917821870927337,-0.7683462603065022
55,False,1.6917821870927336,-0.3683462603065022,-14.919960498467976,14.833275028667272,6.176240510823684,203.1703371013898,3.1967239161393097,-5.284591095962162,1.6917821870927336,-0.3683462603065022
56,False,2.0917821870927336,0.03165373969349783,-14.919979401773805,14.83289085774881,6.196240510823683,203.47033710138976,3.234791165479127,-5.28483893640201,2.0917821870927336,0.03165373969349783
57,False,2.4917821870927335,0.43165373969349785,-14.91999914764248,14.832504796117338,6.216240510823683,203.7703371013897,3.2729483637379113,-5.284832551435363,2.4917821870927335,0.43165373969349785
58,False,2.8917821870927334,0.8316537396934979,-14.920019986541664,14.832115615199491,6.2362405108236825,204.07033710138967,3.311193889873741,-5.284571007423518,2.8917821870927334,0.8316537396934979
59,False,3.2917821870927333,1.231653739693498,-14.920042163745498,14.83172206530732,6.256240510823682,204.37033710138962,3.349526115541609,-5.284053380746271,3.2917821870927333,1.231653739693498
60,False,3.691782187092733,1.631653739693498,-14.920065919062978,14.831322874822641,6.276240510823682,204.67033710138958,3.387943405153958,-5.283278757852751,3.691782187092733,1.631653739693498
61,False,4.091782187092734,2.031653739693498,-14.920091486531435,14.830916748974962,6.296240510823681,204.97033710138953,3.4264441159415493,-5.282246235311904,4.091782187092734,2.031653739693498
62,False,4.491782187092734,2.431653739693498,-14.92011909407513,14.830502368188816,6.316240510823681,205.2703371013895,3.4650265980146706,-5.280954919862607,4.491782187092734,2.431653739693498
63,False,4.891782187092734,2.8316537396934978,-14.920148963135661,14.83007838599697,6.33624051082368,205.57033710138944,3.5036891944246524,-5.279403928463426,4.891782187092734,2.8316537396934978
64,False,5.291782187092735,3.2316537396934977,-14.920181308281027,14.82964342648216,6.35624051082368,205.8703371013894,3.5424302412257305,-5.277592388342007,5.291782187092735,3.2316537396934977
65,False,5.691782187092735,3.6316537396934976,-14.92021633679462,14.82919608241373,6.3762405108236795,206.17033710138935,3.5812480675372176,-5.275519437044087,5.691782187092735,3.6316537396934976
66,False,6.091782187092735,4.031653739693498,-14.920254248254368,14.828734918724617,6.396240510823679,206.4703371013893,3.6201409956060018,-5.273184222482157,6.091782187092735,4.031653739693498
67,False,6.491782187092736,4.431653739693498,-14.920295234103088,14.82825847277433,6.416240510823679,206.77033710138926,3.659107340869365,-5.27058590298373,6.491782187092736,4.431653739693498
68,False,6.891782187092736,4.831653739693499,-14.92033947721917,14.827765253975025,6.436240510823678,207.0703371013892,3.6981454120181163,-5.267723647339256,6.891782187092736,4.831653739693499
69,False,6.491782187092736,5.231653739693499,-14.920387151492424,14.827253743398835,6.456240510823678,207.37033710138917,3.7372535110600418,-5.264596634849642,6.491782187092736,5.231653739693499
70,False,6.091782187092735,5.631653739693499,-14.920437879635742,14.826722393277457,6.476240510823677,207.67033710138912,3.776429933383663,-5.2612040553734065,6.091782187092735,5.631653739693499
71,False,5.691782187092735,6.0316537396935,-14.92049129038453,14.826169626637611,6.496240510823677,207.97033710138908,3.8156729678223114,-5.2575451093734555,5.691782187092735,6.0316537396935
72,False,5.291782187092735,6.4316537396935,-14.920547019456539,14.82559383679603,6.5162405108236765,208.27033710138903,3.8549808967185046,-5.253619007963463,5.291782187092735,6.4316537396935
73,False,4.891782187092734,6.8316537396935,-14.920604710353938,14.824993386820461,6.536240510823676,208.570337101389,3.8943519959886355,-5.249424972953883,4.891782187092734,6.8316537396935
74,False,4.491782187092734,7.231653739693501,-14.920664015015886,14.824366608905112,6.556240510823676,208.87033710138894,3.9337845351879603,-5.2449622368975675,4.491782187092734,7.231653739693501
75,False,4.091782187092734,7.631653739693501,-14.920724594333185,14.823711803667404,6.576240510823675,209.1703371013889,3.973276777575887,-5.240230043134996,4.091782187092734,7.631653739693501
76,False,3.6917821870927336,8.031653739693501,-14.920786118527607,14.823027239339934,6.596240510823675,209.47033710138885,4.012826980181566,-5.235227645839125,3.6917821870927336,8.031653739693501
77,False,3.2917821870927337,8.431653739693502,-14.92084826741178,14.822311150832562,6.616240510823674,209.7703371013888,4.052433393869776,-5.229954310059831,3.2917821870927337,8.431653739693502
78,False,3.2855504404117433,8.831653739693502,-14.920910730534796,14.821561738654298,6.636240510823674,210.07033710138876,4.092094263407105,-5.224409311767974,3.2855504404117433,8.831653739693502
79,False,3.2855504404117433,9.231653739693503,-14.92097347185046,14.820777167708089,6.6562405108236735,210.3703371013887,4.131807827528425,-5.218591937899057,3.2855504404117433,9.231653739693503
80,False,3.2855504404117433,9.631653739693503,-14.92103646037625,14.819955565798038,6.676240510823673,210.67033710138867,4.171572319003648,-5.212501486396495,3.2855504404117433,9.631653739693503
81,False,3.2855504404117433,10.031653739693503,-14.921099665872042,14.819095021963076,6.696240510823673,210.97033710138862,4.211385964704782,-5.206137266254478,3.2855504404117433,10.031653739693503
82,False,3.2855504404117433,10.431653739693504,-14.921163058839529,14.81819358455446,6.716240510823672,211.27033710138858,4.251246985673263,-5.199498597560444,3.2855504404117433,10.431653739693504
83,False,3.2855504404117433,10.831653739693504,-14.921226610521408,14.81724925901784,6.736240510823672,211.57033710138853,4.291153597187575,-5.19258481153713,3.2855504404117433,10.831653739693504
84,False,3.2855504404117433,11.231653739693504,-14.921290292901116,14.816260005358666,6.756240510823671,211.8703371013885,4.331104008831148,-5.185395250584247,3.2855504404117433,11.231653739693504
85,False,3.2855504404117433,11.631653739693505,-14.92135407869672,14.81522373525411,6.776240510823671,212.17033710138844,4.3710964245605295,-5.177929268319721,3.2855504404117433,11.631653739693505
86,False,3.2855504404117433,12.031653739693505,-14.92141794135853,14.814138308753614,6.7962405108236705,212.4703371013884,4.411129042773843,-5.170186229620546,3.2855504404117433,12.031653739693505
87,False,3.2855504404117433,12.431653739693505,-14.921481855063528,14.8130015305551,6.81624051082367,212.77033710138835,4.451200056379507,-5.162165510663214,3.2855504404117433,12.431653739693505
88,False,3.2855504404117433,12.751598324220058,-14.921545794708894,14.81181114579177,6.83624051082367,213.0703371013883,4.4913076528652365,-5.153866498963747,3.2855504404117433,12.751598324220058
89,False,3.2855504404117433,12.751598324220058,-14.921609735904614,14.810565137156557,6.856240510823669,213.37033710138826,4.531450014367302,-5.145288593417301,3.2855504404117433,12.751598324220058
90,False,3.2855504404117433,12.751598324220058,-14.921673654966932,14.809262648062287,6.876240510823669,213.6703371013882,4.571625317740063,-5.136431204337367,3.2855504404117433,12.751598324220058
91,False,3.2855504404117433,12.751598324220058,-14.921737528908997,14.807902788986208,6.896240510823668,213.97033710138817,4.611831734625756,-5.127293753494554,3.2855504404117433,12.751598324220058
92,False,3.2855504404117433,12.751598324220058,-14.921801335431718,14.806484633400629,6.916240510823668,214.27033710138812,4.6520674315245625,-5.117875674154941,3.2855504404117433,12.751598324220058
93,False,3.2855504404117433,12.751598324220058,-14.921865052913027,14.805007213523346,6.9362405108236675,214.57033710138808,4.692330569864902,-5.1081764111180314,3.2855504404117433,12.751598324220058
94,False,3.2855504404117433,12.751598324220058,-14.921928660399608,14.803469515872388,6.956240510823667,214.87033710138803,4.732619306074018,-5.098195420754268,3.2855504404117433,12.751598324220058
95,False,3.2855504404117433,12.751598324220058,-14.921992137594339,14.801870476657273,6.976240510823667,215.170337101388,4.772931791648795,-5.087932171042129,3.2855504404117433,12.751598324220058
96,False,3.2855504404117433,12.751598324220058,-14.922055464846961,14.8002089769657,6.996240510823666,215.47033710138794,4.813266173226829,-5.077386141604807,3.2855504404117433,12.751598324220058
97,False,3.685550440411743,12.351598324220058,-14.922118623140841,14.798483837784282,7.016240510823666,215.7703371013879,4.853620592657757,-5.066556823746449,3.685550440411743,12.351598324220058
98,False,4.085550440411743,11.951598324220058,-14.922181854632985,14.796695553751952,7.036240510823665,216.07033710138785,4.893993187074817,-5.055443720487979,4.085550440411743,11.951598324220058
99,False,4.4855504404117434,11.551598324220057,-14.922245392288975,14.794844612631854,7.056240510823665,216.3703371013878,4.934382088966671,-5.0440463466024905,4.4855504404117434,11.551598324220057
100,False,4.885550440411744,11.151598324220057,-14.922309460028078,14.79293149481407,7.076240510823665,216.67033710138776,4.974785426249444,-5.032364228650198,4.885550440411744,11.151598324220057
101,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.096240510823664,216.9703371013877,5.01520132233903,-5.020396905012963,4.4855504404117434,11.551598324220057
102,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.116240510823664,217.27033710138767,5.05562789622361,-5.008143925928394,4.085550440411743,11.951598324220058
103,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.136240510823663,217.57033710138762,5.096063262536417,-4.995604853523491,3.685550440411743,12.351598324220058
104,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.156240510823663,217.87033710138758,5.136505531628724,-4.982779261847873,3.2855504404117433,12.751598324220058
105,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.176240510823662,218.17033710138753,5.176952809643066,-4.969666736906552,2.8855504404117434,13.151598324220059
106,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.196240510823662,218.47033710138749,5.21740319858669,-4.956266876692272,2.4855504404117434,13.551598324220059
107,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.216240510823662,218.77033710138744,5.257854796405212,-4.942579291217415,2.0855504404117435,13.95159832422006
108,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.236240510823661,219.0703371013874,5.2983056970565165,-4.928603602545445,1.6855504404117436,14.35159832422006
109,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.256240510823661,219.37033710138735,5.338753990584857,-4.914339444821928,1.2855504404117437,14.75159832422006
110,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.27624051082366,219.6703371013873,5.379197763195177,-4.899786464305089,0.8855504404117437,15.0
111,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.29624051082366,219.97033710138726,5.41963509732765,-4.8849443193959345,0.48555044041174367,15.0
112,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.3162405108236594,220.2703371013872,5.460064071732418,-4.869812680667917,0.08555044041174364,15.0
113,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.336240510823659,220.57033710138717,5.500482761544543,-4.854391230896156,-0.3144495595882564,15.0
114,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.356240510823659,220.87033710138712,5.540889238359163,-4.838679665086205,-0.7144495595882564,15.0
115,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.376240510823658,221.17033710138708,5.5812815703068495,-4.822677690502359,-1.1144495595882564,15.0
116,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.396240510823658,221.47033710138703,5.621657822129167,-4.806385026695527,-1.5144495595882566,15.0
117,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.416240510823657,221.77033710138699,5.662016055254418,-4.789801405530623,-1.9144495595882565,15.0
118,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.436240510823657,222.07033710138694,5.702354327873599,-4.772926571213527,-2.3144495595882564,15.0
119,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.4562405108236565,222.3703371013869,5.74267069501653,-4.7557602803175625,-2.7144495595882563,15.0
120,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.476240510823656,222.67033710138685,5.782963208628189,-4.738302301809533,-3.114449559588256,15.0
121,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.496240510823656,222.9703371013868,5.8232299176452145,-4.720552417075296,-3.514449559588256,15.0
122,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.516240510823655,223.27033710138676,5.863468868072606,-4.702510419944862,-3.914449559588256,15.0
123,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.536240510823655,223.5703371013867,5.903678103060597,-4.684176116717049,-4.314449559588256,15.0
124,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.556240510823654,223.87033710138667,5.943855662981707,-4.665549326183661,-4.714449559588257,15.0
125,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.576240510823654,224.17033710138662,5.983999585507971,-4.646629879653198,-5.114449559588257,15.0
126,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.5962405108236535,224.47033710138658,6.024107905688331,-4.627417620974115,-5.514449559588257,15.0
127,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.616240510823653,224.77033710138653,6.064178656026212,-4.607912406557601,-5.914449559588258,15.0
128,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.636240510823653,225.07033710138649,6.10420986655725,-4.588114105399886,-6.314449559588258,15.0
129,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.656240510823652,225.37033710138644,6.1441995649271925,-4.568022599104094,-6.7144495595882585,15.0
130,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.676240510823652,225.6703371013864,6.184145776469955,-4.547637781901609,-7.114449559588259,15.0
131,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.696240510823651,225.97033710138635,6.224046524285838,-4.526959560672977,-7.514449559588259,15.0
132,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.716240510823651,226.2703371013863,6.263899829319903,-4.5059878549683345,-7.91444955958826,15.0
133,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.7362405108236505,226.57033710138626,6.3037037104404865,-4.48472259702736,-8.31444955958826,15.0
134,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.75624051082365,226.8703371013862,6.343456184517882,-4.463163731798751,-8.71444955958826,15.0
135,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.77624051082365,227.17033710138617,6.383155266503156,-4.441311216959231,-9.11444955958826,15.0
136,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.796240510823649,227.47033710138612,6.422798969507112,-4.4191650229320665,-9.514449559588261,15.0
137,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.816240510823649,227.77033710138608,6.462385304879398,-4.39672513290512,-9.914449559588261,15.0
138,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.836240510823648,228.07033710138603,6.501912282287746,-4.373991542848412,-10.314449559588262,15.0
139,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.856240510823648,228.37033710138599,6.541377909797354,-4.3509642615312085,-10.714449559588262,15.0
140,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.8762405108236475,228.67033710138594,6.5807801939503925,-4.327643310538634,-11.114449559588262,15.0
141,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.896240510823647,228.9703371013859,6.620117139845651,-4.304028724287784,-11.514449559588263,15.0
142,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.916240510823647,229.27033710138585,6.659386751218299,-4.280120550043377,-11.914449559588263,15.0
143,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.936240510823646,229.5703371013858,6.698587030519782,-4.255918847932905,-12.314449559588263,15.0
144,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.956240510823646,229.87033710138576,6.737715978997832,-4.231423690961306,-12.714449559588264,15.0
145,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.976240510823645,230.1703371013857,6.776771596776595,-4.206635165025159,-13.114449559588264,15.0
146,True,4.885550440411744,11.151598324220057,-15.0,15.0,7.996240510823645,230.47033710138567,6.815751882936882,-4.181553368926377,-13.514449559588265,15.0
147,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.016240510823645,230.77033710138562,6.8546548355965236,-4.156178414385423,-13.914449559588265,15.0
148,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.036240510823644,231.07033710138558,6.893478451990837,-4.130510426054034,-14.314449559588265,15.0
149,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.056240510823644,231.37033710138553,6.932220728553199,-4.104549541527468,-14.714449559588266,15.0
150,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.076240510823643,231.67033710138548,6.970879660995729,-4.078295911356238,-15.0,15.0
151,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.096240510823643,231.97033710138544,7.009453244390058,-4.05174969905738,-15.0,15.0
152,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.116240510823642,232.2703371013854,7.047939473248211,-4.024911081125216,-15.0,15.0
153,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.136240510823642,232.57033710138535,7.086336341603577,-3.9977802470416246,-15.0,15.0
154,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.156240510823642,232.8703371013853,7.124641843091969,-3.970357399285833,-15.0,15.0
155,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.176240510823641,233.17033710138526,7.162853971032778,-3.9426427533437005,-15.0,15.0
156,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.19624051082364,233.4703371013852,7.2009707185102085,-3.914636537716515,-15.0,15.0
157,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.21624051082364,233.77033710138517,7.238990078454601,-3.8863389939292956,-15.0,15.0
158,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.23624051082364,234.07033710138512,7.27691004372383,-3.8577503765385988,-15.0,15.0
159,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.25624051082364,234.37033710138508,7.314728607184786,-3.8288709531398304,-15.0,15.0
160,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.276240510823639,234.67033710138503,7.352443761794923,-3.799701004374061,-15.0,15.0
161,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.296240510823639,234.97033710138498,7.390053500683887,-3.77024082393434,-15.0,15.0
162,True,4.885550440411744,11.151598324220057,-15.0,15.0,8.316240510823638,235.27033710138494,7.427555817235202,-3.740490718571524,-15.0,15.0
